,tweet_id,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,jpg_url,breed,retweet_count,favorite_count,hour,time_of_day
650,759793422261743616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both / would pet at the same time ",nan,nan,,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",12,10,Maggie,2016-07-31 00:00:00,1900-01-01 16:50:42,doggo,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,golden_retriever,2173,6620,16,Afternoon
657,758828659922702336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This doggo is just waiting for someone to be proud of her and her accomplishment. / legendary af ,nan,nan,,https://twitter.com/dog_rates/status/758828659922702336/photo/1,13,10,None,2016-07-29 00:00:00,1900-01-01 00:57:05,doggo,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,Chesapeake_Bay_retriever,4376,12376,0,Night
668,757393109802180609,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo completely oblivious to the double rainbow behind him. / someone tell him ,nan,nan,,"https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1",10,10,None,2016-07-25 00:00:00,1900-01-01 01:52:43,doggo,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,Labrador_retriever,2009,6462,1,Night
671,756939218950160384,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jax. He is a majestic mountain pupper. Thinks flat ground is for the weak. / would totally hike with ,nan,nan,,https://twitter.com/dog_rates/status/756939218950160384/photo/1,12,10,Jax,2016-07-23 00:00:00,1900-01-01 19:49:07,pupper,https://pbs.twimg.com/media/CoEwMXeWEAAaIz5.jpg,golden_retriever,2295,7342,19,Evening
673,756526248105566208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",All hail sky doggo. / would jump super high to pet ,nan,nan,,https://twitter.com/dog_rates/status/756526248105566208/photo/1,13,10,None,2016-07-22 00:00:00,1900-01-01 16:28:07,doggo,https://pbs.twimg.com/media/Cn-4m2CXYAErPGe.jpg,geyser,4169,11506,16,Afternoon
676,756275833623502848,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When ur older siblings get to play in the deep end but dad says ur not old enough. Maybe one day puppo. All / ,nan,nan,,"https://twitter.com/dog_rates/status/756275833623502848/photo/1,https://twitter.com/dog_rates/status/756275833623502848/photo/1",10,10,None,2016-07-21 00:00:00,1900-01-01 23:53:04,puppo,https://pbs.twimg.com/media/Cn7U2xlW8AI9Pqp.jpg,Airedale,1738,7114,23,Night
677,755955933503782912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a frustrated pupper attempting to escape a pool of Frosted Flakes. / ,nan,nan,,https://twitter.com/dog_rates/status/755955933503782912/video/1,12,10,None,2016-07-21 00:00:00,1900-01-01 02:41:54,pupper,https://pbs.twimg.com/ext_tw_video_thumb/755955658164465664/pu/img/YcjfthN7C3z61GUj.jpg,Pekinese,3285,8092,2,Night
678,755206590534418437,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one of the most inspirational stories I've ever come across. I have no words. / for both doggo and owner ,nan,nan,,"https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1",14,10,,2016-07-19 00:00:00,1900-01-01 01:04:16,doggo,https://pbs.twimg.com/media/CnsIT0WWcAAul8V.jpg,web_site,6148,18212,1,Night
687,753420520834629632,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we are witnessing an isolated squad of bouncing doggos. Unbelievably rare for this time of year. / for all ,nan,nan,,https://twitter.com/dog_rates/status/753420520834629632/video/1,11,10,None,2016-07-14 00:00:00,1900-01-01 02:47:04,doggo,https://pbs.twimg.com/ext_tw_video_thumb/753420390836346880/pu/img/ZHLvYxSHYuQK3uXi.jpg,balloon,4071,8731,2,Night
693,752682090207055872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nothing better than a doggo and a sunset. / majestic af ,nan,nan,,"https://twitter.com/dog_rates/status/752682090207055872/photo/1,https://twitter.com/dog_rates/status/752682090207055872/photo/1",10,10,None,2016-07-12 00:00:00,1900-01-01 01:52:49,doggo,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,German_shepherd,1846,6642,1,Night
695,752519690950500352,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hopefully this puppo on a swing will help get you through your Monday. / would push ,nan,nan,,"https://twitter.com/dog_rates/status/752519690950500352/photo/1,https://twitter.com/dog_rates/status/752519690950500352/photo/1,https://twitter.com/dog_rates/status/752519690950500352/photo/1",11,10,None,2016-07-11 00:00:00,1900-01-01 15:07:30,puppo,https://pbs.twimg.com/media/CnF8qVDWYAAh0g1.jpg,swing,3917,8157,15,Afternoon
696,752334515931054080,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo trying to catch some fish. / futile af (vid by @KellyBauerx) ,nan,nan,,https://twitter.com/dog_rates/status/752334515931054080/video/1,8,10,None,2016-07-11 00:00:00,1900-01-01 02:51:40,doggo,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,Bedlington_terrier,1263,4238,2,Night
701,751583847268179968,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. / neat couch tho ,nan,nan,,https://twitter.com/dog_rates/status/751583847268179968/photo/1,5,10,None,2016-07-09 00:00:00,1900-01-01 01:08:47,doggo,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,dalmatian,1265,4849,1,Night
703,751456908746354688,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a pupper that's very hungry but too lazy to get up and eat. / (vid by @RealDavidCortes) ,nan,nan,,https://twitter.com/dog_rates/status/751456908746354688/video/1,12,10,None,2016-07-08 00:00:00,1900-01-01 16:44:23,pupper,https://pbs.twimg.com/ext_tw_video_thumb/751456786360725504/pu/img/hWqfIQ29A0cBv6f_.jpg,golden_retriever,1127,3516,16,Afternoon
706,751132876104687617,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cooper. He's just so damn happy. / what's your secret puppo? ,nan,nan,,"https://twitter.com/dog_rates/status/751132876104687617/photo/1,https://twitter.com/dog_rates/status/751132876104687617/photo/1",10,10,Cooper,2016-07-07 00:00:00,1900-01-01 19:16:47,puppo,https://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg,Labrador_retriever,1480,5610,19,Evening
707,750868782890057730,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Milo. He hauled ass until he ran out of treadmill and then passed out from exhaustion. / sleep tight pupper ,nan,nan,,"https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1,https://twitter.com/dog_rates/status/750868782890057730/photo/1",11,10,Milo,2016-07-07 00:00:00,1900-01-01 01:47:22,pupper,https://pbs.twimg.com/media/CmufLLsXYAAsU0r.jpg,toy_poodle,1595,5306,1,Night
709,750506206503038976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Malcolm. He's absolutely terrified of heights. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/750506206503038976/photo/1,8,10,Malcolm,2016-07-06 00:00:00,1900-01-01 01:46:38,pupper,https://pbs.twimg.com/media/CmpVaOZWIAAp3z6.jpg,American_black_bear,1316,4934,1,Night
711,750383411068534784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zoe. She was trying to stealthily take a picture of you but you just noticed. / not so sneaky pupper ,nan,nan,,https://twitter.com/dog_rates/status/750383411068534784/photo/1,9,10,Zoe,2016-07-05 00:00:00,1900-01-01 17:38:41,pupper,https://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg,Border_collie,1309,5005,17,Afternoon
717,750071704093859840,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pause your cookout and admire this pupper's nifty hat. / ,nan,nan,,"https://twitter.com/dog_rates/status/750071704093859840/photo/1,https://twitter.com/dog_rates/status/750071704093859840/photo/1,https://twitter.com/dog_rates/status/750071704093859840/photo/1",10,10,None,2016-07-04 00:00:00,1900-01-01 21:00:04,pupper,https://pbs.twimg.com/media/CmjKOzVWcAAQN6w.jpg,redbone,3802,8653,21,Evening
721,750011400160841729,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. / ,nan,nan,,https://twitter.com/dog_rates/status/750011400160841729/photo/1,11,10,Piper,2016-07-04 00:00:00,1900-01-01 17:00:26,doggo,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,muzzle,1035,3568,17,Afternoon
725,749417653287129088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Finn. He's the most unphotogenic pupper of all time. / ,nan,nan,,"https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1,https://twitter.com/dog_rates/status/749417653287129088/photo/1",11,10,Finn,2016-07-03 00:00:00,1900-01-01 01:41:06,pupper,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,papillon,1904,6721,1,Night
730,749036806121881602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dietrich. He hops at random. Other doggos don't understand him. It upsets him greatly. / would comfort ,nan,nan,,https://twitter.com/dog_rates/status/749036806121881602/photo/1,8,10,Dietrich,2016-07-02 00:00:00,1900-01-01 00:27:45,doggo,https://pbs.twimg.com/media/CmUciKgWIAA97sH.jpg,sulphur-crested_cockatoo,896,3425,0,Night
735,748692773788876800,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. / reclaim ur land doggo ,nan,nan,,https://twitter.com/dog_rates/status/748692773788876800/photo/1,10,10,,2016-07-01 00:00:00,1900-01-01 01:40:41,doggo,https://pbs.twimg.com/media/CmPkGhFXEAABO1n.jpg,ox,1504,4659,1,Night
736,748575535303884801,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is one of the most reckless puppers I've ever seen. How she got a license in the first place is beyond me. / ,nan,nan,,https://twitter.com/dog_rates/status/748575535303884801/photo/1,6,10,,2016-06-30 00:00:00,1900-01-01 17:54:50,pupper,https://pbs.twimg.com/media/CmN5ecNWMAE6pnf.jpg,muzzle,2272,6696,17,Afternoon
741,747963614829678593,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PUPPER NOOOOO BEHIND YOUUU / pls keep this pupper in your thoughts ,nan,nan,,https://twitter.com/dog_rates/status/747963614829678593/photo/1,10,10,None,2016-06-29 00:00:00,1900-01-01 01:23:16,pupper,https://pbs.twimg.com/media/CmFM7ngXEAEitfh.jpg,kelpie,2444,6397,1,Night
761,746056683365994496,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Arlen and Thumpelina. They are best pals. Cuddly af. / for both puppers ,nan,nan,,"https://twitter.com/dog_rates/status/746056683365994496/photo/1,https://twitter.com/dog_rates/status/746056683365994496/photo/1",11,10,Arlen,2016-06-23 00:00:00,1900-01-01 19:05:49,pupper,https://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg,Shetland_sheepdog,931,3904,19,Evening
764,745433870967832576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. / would push around ,nan,nan,,"https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1",10,10,Lenox,2016-06-22 00:00:00,1900-01-01 01:50:58,doggo,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,barrow,2894,7824,1,Night
768,744995568523612160,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Abby. She got her face stuck in a glass. Churlish af. / rookie move puppo ,nan,nan,,"https://twitter.com/dog_rates/status/744995568523612160/photo/1,https://twitter.com/dog_rates/status/744995568523612160/photo/1",9,10,Abby,2016-06-20 00:00:00,1900-01-01 20:49:19,puppo,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,Old_English_sheepdog,716,3277,20,Evening
772,744234799360020481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo realizing you can stand in a pool. / enlightened af (vid by Tina Conrad) ,nan,nan,,https://twitter.com/dog_rates/status/744234799360020481/video/1,13,10,None,2016-06-18 00:00:00,1900-01-01 18:26:18,doggo,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,Labrador_retriever,79515,131075,18,Evening
779,743253157753532416,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Kilo. He cannot reach the snackum. Nifty tongue, but not nifty enough. / maybe one day puppo ",nan,nan,,https://twitter.com/dog_rates/status/743253157753532416/photo/1,10,10,Kilo,2016-06-16 00:00:00,1900-01-01 01:25:36,puppo,https://pbs.twimg.com/media/ClCQzFUUYAA5vAu.jpg,malamute,1366,4624,1,Night
783,742465774154047488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Was just informed about this hero pupper and others like her. Another /, would be an absolute honor to pet ",nan,nan,,"https://twitter.com/dog_rates/status/742465774154047488/photo/1,https://twitter.com/dog_rates/status/742465774154047488/photo/1",14,10,None,2016-06-13 00:00:00,1900-01-01 21:16:49,pupper,https://pbs.twimg.com/media/Ck3EribXEAAPhZn.jpg,web_site,4382,7916,21,Evening
787,742150209887731712,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Edmund. He sends stellar selfies. Cute af. / would totally snapchat with this pupper ,nan,nan,,https://twitter.com/dog_rates/status/742150209887731712/photo/1,8,10,Edmund,2016-06-13 00:00:00,1900-01-01 00:22:53,pupper,https://pbs.twimg.com/media/CkylrVWWsAAiXJE.jpg,Siamese_cat,1783,5661,0,Night
789,741743634094141440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Aqua. She's a sandy pupper. Not sure how she feels about being so sandy. Radical tongue slip. / petable af ,nan,nan,,"https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1,https://twitter.com/dog_rates/status/741743634094141440/photo/1",11,10,Aqua,2016-06-11 00:00:00,1900-01-01 21:27:17,pupper,https://pbs.twimg.com/media/Cksz42EW0AAh2NF.jpg,Labrador_retriever,3144,8945,21,Evening
792,741067306818797568,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is just downright precious af. / for both pupper and doggo ,nan,nan,,https://twitter.com/dog_rates/status/741067306818797568/photo/1,12,10,,2016-06-10 00:00:00,1900-01-01 00:39:48,pupper,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,golden_retriever,3520,10342,0,Night
796,740676976021798912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. / nothing runs like a pupper ",nan,nan,,https://twitter.com/dog_rates/status/740676976021798912/photo/1,11,10,Baloo,2016-06-08 00:00:00,1900-01-01 22:48:46,pupper,https://pbs.twimg.com/media/Ckdpx5KWsAANF6b.jpg,wombat,7724,19881,22,Night
803,739606147276148736,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Benji. He just turned . Has already given up on a traditional pupper physique. Just inhaled that thing. / ,nan,nan,,"https://twitter.com/dog_rates/status/739606147276148736/photo/1,https://twitter.com/dog_rates/status/739606147276148736/photo/1,https://twitter.com/dog_rates/status/739606147276148736/photo/1",9,10,Benji,2016-06-05 00:00:00,1900-01-01 23:53:41,pupper,https://pbs.twimg.com/media/CkOb3FXW0AAUL_U.jpg,Blenheim_spaniel,1876,5897,23,Night
806,739238157791694849,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo blowing bubbles. It's downright legendary. / would watch on repeat forever (vid by Kent Duryee) ,nan,nan,,https://twitter.com/dog_rates/status/739238157791694849/video/1,13,10,None,2016-06-04 00:00:00,1900-01-01 23:31:25,doggo,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,Eskimo_dog,52360,75163,23,Night
809,738537504001953792,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bayley. She fell asleep trying to escape her evil fence enclosure. / night night puppo ,nan,nan,,"https://twitter.com/dog_rates/status/738537504001953792/photo/1,https://twitter.com/dog_rates/status/738537504001953792/photo/1",11,10,Bayley,2016-06-03 00:00:00,1900-01-01 01:07:16,puppo,https://pbs.twimg.com/media/Cj_P7rSUgAAYQbz.jpg,chow,1759,5575,1,Night
819,737310737551491075,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody stop what you're doing and watch these puppers enjoy summer. Both / ,nan,nan,,https://twitter.com/dog_rates/status/737310737551491075/video/1,13,10,None,2016-05-30 00:00:00,1900-01-01 15:52:33,pupper,https://pbs.twimg.com/ext_tw_video_thumb/737310236135043073/pu/img/_lG4DXmH-_XEq7Rc.jpg,cliff,8329,16040,15,Afternoon
821,736365877722001409,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rory. He's extremely impatient. / settle down pupper ,nan,nan,,"https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1,https://twitter.com/dog_rates/status/736365877722001409/photo/1",11,10,Rory,2016-05-28 00:00:00,1900-01-01 01:18:00,pupper,https://pbs.twimg.com/media/CjgYyuvWkAAHU8g.jpg,cup,1408,4367,1,Night
825,735648611367784448,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*faints* / perfection in pupper form ,nan,nan,,https://twitter.com/dog_rates/status/735648611367784448/photo/1,12,10,None,2016-05-26 00:00:00,1900-01-01 01:47:51,pupper,https://pbs.twimg.com/media/CjWMezdW0AErwU3.jpg,Pembroke,1237,4397,1,Night
828,735256018284875776,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kellogg. He accidentally opened the front facing camera. / get it together doggo ,nan,nan,,https://twitter.com/dog_rates/status/735256018284875776/photo/1,8,10,Kellogg,2016-05-24 00:00:00,1900-01-01 23:47:49,doggo,https://pbs.twimg.com/media/CjQnclkVEAA4pnK.jpg,Staffordshire_bullterrier,993,3675,23,Night
829,735137028879360001,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. / u got this pupper ,nan,nan,,https://twitter.com/dog_rates/status/735137028879360001/photo/1,9,10,Buckley,2016-05-24 00:00:00,1900-01-01 15:55:00,pupper,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,Walker_hound,1092,3428,15,Afternoon
837,733109485275860992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Like father (doggo), like son (pupper). Both / ",nan,nan,,https://twitter.com/dog_rates/status/733109485275860992/photo/1,12,10,None,2016-05-19 00:00:00,1900-01-01 01:38:16,doggo,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,golden_retriever,17621,44619,1,Night
841,732375214819057664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. / would pat on head approvingly ,nan,nan,,https://twitter.com/dog_rates/status/732375214819057664/photo/1,11,10,Kyle,2016-05-17 00:00:00,1900-01-01 01:00:32,doggo,https://pbs.twimg.com/media/CinrX2EWkAABDYt.jpg,tennis_ball,2838,8832,1,Night
845,730573383004487680,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rooney. He can't comprehend glass. / it'll be ok pupper ,nan,nan,,"https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1",10,10,Rooney,2016-05-12 00:00:00,1900-01-01 01:40:42,pupper,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,American_Staffordshire_terrier,2435,5407,1,Night
861,728035342121635841,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is all I want in my life. / for super sleepy pupper ,nan,nan,,"https://twitter.com/dog_rates/status/728035342121635841/photo/1,https://twitter.com/dog_rates/status/728035342121635841/photo/1",12,10,,2016-05-05 00:00:00,1900-01-01 01:35:26,pupper,https://pbs.twimg.com/media/ChqARqmWsAEI6fB.jpg,handkerchief,1872,4953,1,Night
862,728015554473250816,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rueben. He has reached ultimate pupper zen state. / tranquil af ,nan,nan,,https://twitter.com/dog_rates/status/728015554473250816/photo/1,11,10,Rueben,2016-05-05 00:00:00,1900-01-01 00:16:48,pupper,https://pbs.twimg.com/media/ChpuRyvVAAARMoq.jpg,cocker_spaniel,1219,4479,0,Night
864,727644517743104000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a doggo struggling to cope with the winds. / ,nan,nan,,"https://twitter.com/dog_rates/status/727644517743104000/photo/1,https://twitter.com/dog_rates/status/727644517743104000/photo/1",13,10,None,2016-05-03 00:00:00,1900-01-01 23:42:26,doggo,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,Great_Pyrenees,1962,6431,23,Night
865,727524757080539137,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper had to undergo emergency haircut surgery so he could hear again. / miraculous af ,nan,nan,,"https://twitter.com/dog_rates/status/727524757080539137/photo/1,https://twitter.com/dog_rates/status/727524757080539137/photo/1",10,10,None,2016-05-03 00:00:00,1900-01-01 15:46:33,pupper,https://pbs.twimg.com/media/Chiv6BAW4AAiQvH.jpg,Pomeranian,1379,4900,15,Afternoon
866,727314416056803329,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper was about to explain where that dirt came from but then decided against it. / ,nan,nan,,"https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1",11,10,None,2016-05-03 00:00:00,1900-01-01 01:50:44,pupper,https://pbs.twimg.com/media/Chfwmd9U4AQTf1b.jpg,toy_poodle,834,3623,1,Night
874,725786712245440512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. / relatable af ,nan,nan,,https://twitter.com/dog_rates/status/725786712245440512/photo/1,11,10,Lillie,2016-04-28 00:00:00,1900-01-01 20:40:11,pupper,https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg,chow,1527,4537,20,Evening
877,724771698126512129,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nothin better than a doggo and a sunset. / ,nan,nan,,"https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1",11,10,None,2016-04-26 00:00:00,1900-01-01 01:26:53,doggo,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,German_short-haired_pointer,725,2593,1,Night
878,724405726123311104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ashleigh. She's having Coachella withdrawals. Didn't even go tho. / stay strong pupper ,nan,nan,,https://twitter.com/dog_rates/status/724405726123311104/photo/1,10,10,Ashleigh,2016-04-25 00:00:00,1900-01-01 01:12:38,pupper,https://pbs.twimg.com/media/Cg2bKLAWwAA0WEm.jpg,golden_retriever,1847,5800,1,Night
881,724004602748780546,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Luther. He saw a ghost. Spooked af. / hang in there pupper ,nan,nan,,"https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1,https://twitter.com/dog_rates/status/724004602748780546/photo/1",11,10,Luther,2016-04-23 00:00:00,1900-01-01 22:38:43,pupper,https://pbs.twimg.com/media/CgwuWCeW4AAsgbD.jpg,Siamese_cat,1790,4561,22,Night
888,721001180231503872,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. Bath time is upon him. His fear of the wetness postpones his ultimate pupper destiny. / ,nan,nan,,https://twitter.com/dog_rates/status/721001180231503872/photo/1,11,10,Oliver,2016-04-15 00:00:00,1900-01-01 15:44:11,pupper,https://pbs.twimg.com/media/CgGCvxAUkAAx55r.jpg,Samoyed,686,2748,15,Afternoon
893,720340705894408192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He just got balled on. Can't even get up. Poor thing. / hang in there pupper ,nan,nan,,https://twitter.com/dog_rates/status/720340705894408192/photo/1,10,10,Derek,2016-04-13 00:00:00,1900-01-01 19:59:42,pupper,https://pbs.twimg.com/media/Cf8qDFbWwAEf8M3.jpg,alp,1098,3131,19,Evening
896,719991154352222208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. / ,nan,nan,,"https://twitter.com/dog_rates/status/719991154352222208/photo/1,https://twitter.com/dog_rates/status/719991154352222208/photo/1",10,10,None,2016-04-12 00:00:00,1900-01-01 20:50:42,doggo,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,golden_retriever,1979,5281,20,Evening
